Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Net PnL %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %
491,Entry long,2025-10-13 02:10,Long,4083.7,1,40837,276,0.68,277.5,0.68,-9.5,-0.02,3919,7.84
492,Exit long,2025-10-13 19:35,Exit,4148.1,1,41107,371,0.90,372.5,0.91,-7.5,-0.02,4290,8.58
492,Entry long,2025-10-13 09:50,Long,4110.7,1,41107,371,0.90,372.5,0.91,-7.5,-0.02,4290,8.58
493,Exit long,2025-10-14 06:45,Exit,4146.4,1,41546,-85,-0.20,69.5,0.17,-83.5,-0.20,4205,8.41
493,Entry long,2025-10-14 06:25,Long,4154.6,1,41546,-85,-0.20,69.5,0.17,-83.5,-0.20,4205,8.41
494,Exit long,2025-10-14 06:55,Exit,4148,1,41532,-55,-0.13,2.5,0.01,-53.5,-0.13,4150,8.30
494,Entry long,2025-10-14 06:55,Long,4153.2,1,41532,-55,-0.13,2.5,0.01,-53.5,-0.13,4150,8.30
495,Exit long,2025-10-14 21:00,Exit,4191.2,1,41571,338,0.81,339.5,0.82,-67.5,-0.16,4488,8.98
495,Entry long,2025-10-14 12:40,Long,4157.1,1,41571,338,0.81,339.5,0.82,-67.5,-0.16,4488,8.98
496,Exit long,2025-10-16 05:25,Exit,4239,1,42472,-85,-0.20,28.5,0.07,-83.5,-0.20,4403,8.81
496,Entry long,2025-10-16 04:05,Long,4247.2,1,42472,-85,-0.20,28.5,0.07,-83.5,-0.20,4403,8.81
497,Exit long,2025-10-16 08:40,Exit,4242.2,1,42493,-74,-0.17,172.5,0.41,-72.5,-0.17,4329,8.66
497,Entry long,2025-10-16 05:55,Long,4249.3,1,42493,-74,-0.17,172.5,0.41,-72.5,-0.17,4329,8.66
498,Exit long,2025-10-16 15:50,Exit,4321,1,42729,478,1.12,479.5,1.12,-44.5,-0.10,4807,9.61
498,Entry long,2025-10-16 10:05,Long,4272.9,1,42729,478,1.12,479.5,1.12,-44.5,-0.10,4807,9.61
499,Exit long,2025-10-20 08:15,Exit,4305.7,1,42779,275,0.64,276.5,0.65,-27.5,-0.06,5082,10.16
499,Entry long,2025-10-20 07:25,Long,4277.9,1,42779,275,0.64,276.5,0.65,-27.5,-0.06,5082,10.16
500,Exit long,2025-10-21 01:10,Exit,4348.1,1,43651,-173,-0.40,327.5,0.75,-171.5,-0.39,4909,9.82
500,Entry long,2025-10-20 13:25,Long,4365.1,1,43651,-173,-0.40,327.5,0.75,-171.5,-0.39,4909,9.82
501,Exit long,2025-10-23 12:45,Exit,4141.5,1,41613,-201,-0.48,72.5,0.17,-199.5,-0.48,4708,9.42
501,Entry long,2025-10-23 10:25,Long,4161.3,1,41613,-201,-0.48,72.5,0.17,-199.5,-0.48,4708,9.42
502,Exit long,2025-10-24 16:10,Exit,4115.9,1,41429,-273,-0.66,125.5,0.30,-271.5,-0.66,4435,8.87
502,Entry long,2025-10-24 11:25,Long,4142.9,1,41429,-273,-0.66,125.5,0.30,-271.5,-0.66,4435,8.87
503,Exit long,2025-10-28 18:05,Exit,3957.3,1,39735,-165,-0.42,123.5,0.31,-163.5,-0.41,4270,8.54
503,Entry long,2025-10-28 12:10,Long,3973.5,1,39735,-165,-0.42,123.5,0.31,-163.5,-0.41,4270,8.54
504,Exit long,2025-10-30 18:50,Exit,4045,1,40064,383,0.96,384.5,0.96,-50.5,-0.13,4653,9.31
504,Entry long,2025-10-30 10:45,Long,4006.4,1,40064,383,0.96,384.5,0.96,-50.5,-0.13,4653,9.31
505,Exit long,2025-10-31 05:15,Exit,4017.7,1,40277,-103,-0.26,107.5,0.27,-101.5,-0.25,4550,9.10
505,Entry long,2025-10-31 03:05,Long,4027.7,1,40277,-103,-0.26,107.5,0.27,-101.5,-0.25,4550,9.10
506,Exit long,2025-10-31 10:30,Exit,4026.3,1,40381,-121,-0.30,13.5,0.03,-119.5,-0.30,4429,8.86
506,Entry long,2025-10-31 10:05,Long,4038.1,1,40381,-121,-0.30,13.5,0.03,-119.5,-0.30,4429,8.86
507,Exit long,2025-11-03 04:25,Exit,4020.5,1,40292,-90,-0.22,95.5,0.24,-88.5,-0.22,4339,8.68
507,Entry long,2025-11-03 02:30,Long,4029.2,1,40292,-90,-0.22,95.5,0.24,-88.5,-0.22,4339,8.68
508,Exit long,2025-11-03 09:30,Exit,4019.8,1,40299,-104,-0.26,29.5,0.07,-102.5,-0.25,4235,8.47
508,Entry long,2025-11-03 08:40,Long,4029.9,1,40299,-104,-0.26,29.5,0.07,-102.5,-0.25,4235,8.47
509,Exit long,2025-11-03 10:25,Exit,4021.7,1,40324,-110,-0.27,108.5,0.27,-108.5,-0.27,4125,8.25
509,Entry long,2025-11-03 09:50,Long,4032.4,1,40324,-110,-0.27,108.5,0.27,-108.5,-0.27,4125,8.25
510,Exit long,2025-11-04 05:00,Exit,4000,1,40092,-95,-0.24,9.5,0.02,-93.5,-0.23,4030,8.06
510,Entry long,2025-11-04 04:35,Long,4009.2,1,40092,-95,-0.24,9.5,0.02,-93.5,-0.23,4030,8.06
511,Exit long,2025-11-04 07:25,Exit,4001.3,1,40077,-67,-0.17,28.5,0.07,-65.5,-0.16,3963,7.93
511,Entry long,2025-11-04 06:50,Long,4007.7,1,40077,-67,-0.17,28.5,0.07,-65.5,-0.16,3963,7.93
512,Exit long,2025-11-06 07:50,Exit,4015.1,1,40218,-70,-0.17,69.5,0.17,-68.5,-0.17,3893,7.79
512,Entry long,2025-11-06 06:35,Long,4021.8,1,40218,-70,-0.17,69.5,0.17,-68.5,-0.17,3893,7.79
513,Exit long,2025-11-06 09:00,Exit,4017.7,1,40228,-54,-0.13,25.5,0.06,-52.5,-0.13,3839,7.68
513,Entry long,2025-11-06 08:25,Long,4022.8,1,40228,-54,-0.13,25.5,0.06,-52.5,-0.13,3839,7.68
514,Exit long,2025-11-07 05:15,Exit,4011.7,1,40163,-49,-0.12,3.5,0.01,-47.5,-0.12,3790,7.58
514,Entry long,2025-11-07 04:50,Long,4016.3,1,40163,-49,-0.12,3.5,0.01,-47.5,-0.12,3790,7.58
515,Exit long,2025-11-10 08:00,Exit,4111.3,1,40868,242,0.59,243.5,0.60,-37.5,-0.09,4032,8.06
515,Entry long,2025-11-10 04:20,Long,4086.8,1,40868,242,0.59,243.5,0.60,-37.5,-0.09,4032,8.06
516,Exit long,2025-11-10 09:00,Exit,4096.6,1,41063,-100,-0.24,0,0.00,-98.5,-0.24,3932,7.86
516,Entry long,2025-11-10 08:45,Long,4106.3,1,41063,-100,-0.24,0,0.00,-98.5,-0.24,3932,7.86
517,Exit long,2025-11-11 07:10,Exit,4144.6,1,41476,-33,-0.08,34.5,0.08,-31.5,-0.08,3899,7.80
517,Entry long,2025-11-11 06:30,Long,4147.6,1,41476,-33,-0.08,34.5,0.08,-31.5,-0.08,3899,7.80
518,Exit long,2025-11-11 09:05,Exit,4144.8,1,41498,-53,-0.13,34.5,0.08,-51.5,-0.12,3846,7.69
518,Entry long,2025-11-11 08:25,Long,4149.8,1,41498,-53,-0.13,34.5,0.08,-51.5,-0.12,3846,7.69
519,Exit long,2025-11-13 07:55,Exit,4246.1,1,42201,257,0.61,258.5,0.61,-41.5,-0.10,4103,8.21
519,Entry long,2025-11-13 02:30,Long,4220.1,1,42201,257,0.61,258.5,0.61,-41.5,-0.10,4103,8.21
520,Exit long,2025-11-13 08:30,Exit,4232.1,1,42415,-97,-0.23,8.5,0.02,-95.5,-0.23,4006,8.01
520,Entry long,2025-11-13 08:25,Long,4241.5,1,42415,-97,-0.23,8.5,0.02,-95.5,-0.23,4006,8.01
521,Exit long,2025-11-17 05:30,Exit,4079.5,1,40876,-84,-0.21,33.5,0.08,-82.5,-0.20,3922,7.84
521,Entry long,2025-11-17 05:05,Long,4087.6,1,40876,-84,-0.21,33.5,0.08,-82.5,-0.20,3922,7.84
522,Exit long,2025-11-17 07:50,Exit,4077.4,1,40846,-75,-0.18,11.5,0.03,-73.5,-0.18,3847,7.69
522,Entry long,2025-11-17 07:35,Long,4084.6,1,40846,-75,-0.18,11.5,0.03,-73.5,-0.18,3847,7.69
523,Exit long,2025-11-17 08:30,Exit,4075.6,1,40888,-135,-0.33,47.5,0.12,-133.5,-0.33,3712,7.42
523,Entry long,2025-11-17 08:05,Long,4088.8,1,40888,-135,-0.33,47.5,0.12,-133.5,-0.33,3712,7.42
524,Exit long,2025-11-18 07:20,Exit,4036.1,1,40443,-85,-0.21,0.5,0.00,-83.5,-0.21,3627,7.25
524,Entry long,2025-11-18 07:05,Long,4044.3,1,40443,-85,-0.21,0.5,0.00,-83.5,-0.21,3627,7.25
525,Exit long,2025-11-18 20:50,Exit,4058.5,1,40711,-129,-0.32,124.5,0.31,-127.5,-0.31,3498,7.00
525,Entry long,2025-11-18 12:40,Long,4071.1,1,40711,-129,-0.32,124.5,0.31,-127.5,-0.31,3498,7.00
526,Exit long,2025-11-20 10:55,Exit,4069.2,1,40928,-239,-0.58,139.5,0.34,-237.5,-0.58,3259,6.52
526,Entry long,2025-11-20 08:40,Long,4092.8,1,40928,-239,-0.58,139.5,0.34,-237.5,-0.58,3259,6.52
527,Exit long,2025-11-21 10:40,Exit,4056.1,1,40662,-104,-0.26,97.5,0.24,-102.5,-0.25,3155,6.31
527,Entry long,2025-11-21 09:50,Long,4066.2,1,40662,-104,-0.26,97.5,0.24,-102.5,-0.25,3155,6.31
528,Exit long,2025-11-21 15:30,Exit,4062.1,1,40733,-115,-0.28,276.5,0.68,-113.5,-0.28,3040,6.08
528,Entry long,2025-11-21 11:35,Long,4073.3,1,40733,-115,-0.28,276.5,0.68,-113.5,-0.28,3040,6.08
529,Exit long,2025-11-24 07:45,Exit,4078.2,1,40553,226,0.56,227.5,0.56,-19.5,-0.05,3266,6.53
529,Entry long,2025-11-24 02:35,Long,4055.3,1,40553,226,0.56,227.5,0.56,-19.5,-0.05,3266,6.53
530,Exit long,2025-11-24 13:35,Exit,4104.8,1,40790,255,0.63,256.5,0.63,-4.5,-0.01,3521,7.04
530,Entry long,2025-11-24 09:55,Long,4079,1,40790,255,0.63,256.5,0.63,-4.5,-0.01,3521,7.04
531,Exit long,2025-11-27 07:40,Exit,4187.8,1,41916,-41,-0.10,0,0.00,-39.5,-0.09,3480,6.96
531,Entry long,2025-11-27 07:05,Long,4191.6,1,41916,-41,-0.10,0,0.00,-39.5,-0.09,3480,6.96
532,Exit long,2025-11-30 20:25,Exit,4270.1,1,42324,374,0.88,375.5,0.89,-39.5,-0.09,3854,7.71
532,Entry long,2025-11-28 10:30,Long,4232.4,1,42324,374,0.88,375.5,0.89,-39.5,-0.09,3854,7.71
533,Exit long,2025-12-01 05:00,Exit,4293.3,1,42738,192,0.45,193.5,0.45,-32.5,-0.08,4046,8.09
533,Entry long,2025-12-01 02:30,Long,4273.8,1,42738,192,0.45,193.5,0.45,-32.5,-0.08,4046,8.09
534,Exit long,2025-12-01 09:00,Exit,4277.1,1,42942,-174,-0.41,51.5,0.12,-172.5,-0.40,3872,7.74
534,Entry long,2025-12-01 05:05,Long,4294.2,1,42942,-174,-0.41,51.5,0.12,-172.5,-0.40,3872,7.74
535,Exit long,2025-12-02 10:15,Exit,4233.1,1,42431,-103,-0.24,191.5,0.45,-101.5,-0.24,3769,7.54
535,Entry long,2025-12-02 09:00,Long,4243.1,1,42431,-103,-0.24,191.5,0.45,-101.5,-0.24,3769,7.54
536,Exit long,2025-12-04 07:05,Exit,4224.3,1,42354,-114,-0.27,9.5,0.02,-112.5,-0.27,3655,7.31
536,Entry long,2025-12-04 06:10,Long,4235.4,1,42354,-114,-0.27,9.5,0.02,-112.5,-0.27,3655,7.31
537,Exit long,2025-12-04 07:20,Exit,4225.9,1,42304,-48,-0.11,5.5,0.01,-46.5,-0.11,3607,7.21
537,Entry long,2025-12-04 07:15,Long,4230.4,1,42304,-48,-0.11,5.5,0.01,-46.5,-0.11,3607,7.21
538,Exit long,2025-12-04 10:00,Exit,4224.6,1,42326,-83,-0.20,53.5,0.13,-81.5,-0.19,3524,7.05
538,Entry long,2025-12-04 09:50,Long,4232.6,1,42326,-83,-0.20,53.5,0.13,-81.5,-0.19,3524,7.05
539,Exit long,2025-12-05 06:00,Exit,4251.8,1,42547,-32,-0.08,2.5,0.01,-30.5,-0.07,3492,6.98
539,Entry long,2025-12-05 05:55,Long,4254.7,1,42547,-32,-0.08,2.5,0.01,-30.5,-0.07,3492,6.98
540,Exit long,2025-12-05 08:05,Exit,4252.2,1,42566,-47,-0.11,69.5,0.16,-45.5,-0.11,3445,6.89
540,Entry long,2025-12-05 07:05,Long,4256.6,1,42566,-47,-0.11,69.5,0.16,-45.5,-0.11,3445,6.89
541,Exit long,2025-12-05 09:50,Exit,4274.3,1,42581,159,0.37,160.5,0.38,-27.5,-0.06,3604,7.21
541,Entry long,2025-12-05 08:15,Long,4258.1,1,42581,159,0.37,160.5,0.38,-27.5,-0.06,3604,7.21
