Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Net PnL %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %
377,Entry short,2026-05-17 20:05,M-Short,4534.7,1,45347,514,1.13,515.5,1.14,-28.5,-0.06,7498,15.00
378,Exit short,2026-05-19 09:25,MS-X,4494.8,1,45678,727,1.59,728.5,1.59,-81.5,-0.18,8225,16.45
378,Entry short,2026-05-18 21:05,M-Short,4567.8,1,45678,727,1.59,728.5,1.59,-81.5,-0.18,8225,16.45
379,Exit short,2026-05-20 06:35,MS-X,4495.9,1,44728,-234,-0.52,177.5,0.40,-232.5,-0.52,7991,15.98
379,Entry short,2026-05-19 22:35,M-Short,4472.8,1,44728,-234,-0.52,177.5,0.40,-232.5,-0.52,7991,15.98
380,Exit short,2026-05-25 01:00,MS-X,4567.3,1,45592,-84,-0.18,19.5,0.04,-82.5,-0.18,7907,15.81
380,Entry short,2026-05-24 23:50,M-Short,4559.2,1,45592,-84,-0.18,19.5,0.04,-82.5,-0.18,7907,15.81
381,Exit short,2026-05-26 07:35,MS-X,4511.9,1,45535,413,0.91,414.5,0.91,-13.5,-0.03,8320,16.64
381,Entry short,2026-05-25 20:15,M-Short,4553.5,1,45535,413,0.91,414.5,0.91,-13.5,-0.03,8320,16.64
382,Exit short,2026-05-26 19:00,MS-X,4513.7,1,45020,-120,-0.27,217.5,0.48,-118.5,-0.26,8200,16.40
382,Entry short,2026-05-26 12:15,M-Short,4502,1,45020,-120,-0.27,217.5,0.48,-118.5,-0.26,8200,16.40
383,Exit short,2026-05-27 06:45,MS-X,4450.1,1,45047,543,1.21,544.5,1.21,-114.5,-0.25,8743,17.49
383,Entry short,2026-05-26 22:05,M-Short,4504.7,1,45047,543,1.21,544.5,1.21,-114.5,-0.25,8743,17.49
384,Exit short,2026-06-01 02:35,MS-X,4532.5,1,45649,321,0.70,322.5,0.71,-29.5,-0.06,9064,18.13
384,Entry short,2026-05-31 21:05,M-Short,4564.9,1,45649,321,0.70,322.5,0.71,-29.5,-0.06,9064,18.13
385,Exit short,2026-06-02 20:00,Open,4507.1,1,45113,39,0.09,207.5,0.46,-12.5,-0.03,9101.5,18.20
385,Entry short,2026-06-02 19:10,M-Short,4511.3,1,45113,39,0.09,207.5,0.46,-12.5,-0.03,9101.5,18.20
