Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Net PnL %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %
562,Exit long,2026-03-03 00:45,WL-X,5342.4,1,53618,-197,-0.37,325.5,0.61,-195.5,-0.36,8387,16.77
562,Entry long,2026-03-02 19:15,W-Long,5361.8,1,53618,-197,-0.37,325.5,0.61,-195.5,-0.36,8387,16.77
563,Exit long,2026-03-03 22:00,WL-X,5151.7,1,51827,-313,-0.60,176.5,0.34,-311.5,-0.60,8074,16.15
563,Entry long,2026-03-03 20:50,W-Long,5182.7,1,51827,-313,-0.60,176.5,0.34,-311.5,-0.60,8074,16.15
564,Exit long,2026-03-08 19:10,WL-X,5102,1,51400,-383,-0.75,694.5,1.35,-381.5,-0.74,7691,15.38
564,Entry long,2026-03-06 10:00,W-Long,5140,1,51400,-383,-0.75,694.5,1.35,-381.5,-0.74,7691,15.38
565,Exit long,2026-03-10 09:15,WL-X,5223.2,1,51012,1217,2.39,1218.5,2.39,-339.5,-0.67,8908,17.82
565,Entry long,2026-03-08 22:15,W-Long,5101.2,1,51012,1217,2.39,1218.5,2.39,-339.5,-0.67,8908,17.82
566,Exit long,2026-03-10 14:15,WL-X,5210.2,1,52332,-233,-0.45,153.5,0.29,-231.5,-0.44,8675,17.35
566,Entry long,2026-03-10 11:15,W-Long,5233.2,1,52332,-233,-0.45,153.5,0.29,-231.5,-0.44,8675,17.35
567,Exit long,2026-03-16 10:30,WL-X,5019.1,1,50374,-186,-0.37,69.5,0.14,-184.5,-0.37,8489,16.98
567,Entry long,2026-03-16 09:45,W-Long,5037.4,1,50374,-186,-0.37,69.5,0.14,-184.5,-0.37,8489,16.98
568,Exit long,2026-03-16 20:05,WL-X,5009.1,1,50179,-91,-0.18,13.5,0.03,-89.5,-0.18,8398,16.80
568,Entry long,2026-03-16 20:00,W-Long,5017.9,1,50179,-91,-0.18,13.5,0.03,-89.5,-0.18,8398,16.80
569,Exit long,2026-03-17 02:00,WL-X,5022.7,1,50343,-119,-0.24,149.5,0.30,-117.5,-0.23,8279,16.56
569,Entry long,2026-03-16 23:25,W-Long,5034.3,1,50343,-119,-0.24,149.5,0.30,-117.5,-0.23,8279,16.56
570,Exit long,2026-03-17 09:50,WL-X,5014.4,1,50290,-149,-0.30,76.5,0.15,-147.5,-0.29,8130,16.26
570,Entry long,2026-03-17 09:35,W-Long,5029,1,50290,-149,-0.30,76.5,0.15,-147.5,-0.29,8130,16.26
571,Exit long,2026-03-17 20:30,WL-X,5005.7,1,50143,-89,-0.18,20.5,0.04,-87.5,-0.17,8041,16.08
571,Entry long,2026-03-17 20:15,W-Long,5014.3,1,50143,-89,-0.18,20.5,0.04,-87.5,-0.17,8041,16.08
572,Exit short,2026-03-20 10:25,MS-X,4560.3,1,46458,852,1.83,853.5,1.84,-203.5,-0.44,8893,17.79
572,Entry short,2026-03-20 09:35,M-Short,4645.8,1,46458,852,1.83,853.5,1.84,-203.5,-0.44,8893,17.79
573,Exit short,2026-03-22 18:00,MS-X,4447.1,1,45806,1332,2.91,1333.5,2.91,-353.5,-0.77,10225,20.45
573,Entry short,2026-03-20 10:35,M-Short,4580.6,1,45806,1332,2.91,1333.5,2.91,-353.5,-0.77,10225,20.45
574,Exit short,2026-03-23 02:40,MS-X,4188.4,1,43619,1732,3.97,1733.5,3.97,-232.5,-0.53,11957,23.91
574,Entry short,2026-03-22 22:55,M-Short,4361.9,1,43619,1732,3.97,1733.5,3.97,-232.5,-0.53,11957,23.91
575,Exit short,2026-03-23 18:25,MS-X,4416.6,1,43834,-335,-0.76,197.5,0.45,-333.5,-0.76,11622,23.24
575,Entry short,2026-03-23 18:05,M-Short,4383.4,1,43834,-335,-0.76,197.5,0.45,-333.5,-0.76,11622,23.24
576,Exit short,2026-03-23 21:45,MS-X,4311.2,1,44126,1011,2.29,1012.5,2.29,-14.5,-0.03,12633,25.27
576,Entry short,2026-03-23 20:20,M-Short,4412.6,1,44126,1011,2.29,1012.5,2.29,-14.5,-0.03,12633,25.27
577,Exit short,2026-03-23 22:30,MS-X,4367.4,1,43159,-518,-1.20,97.5,0.23,-516.5,-1.20,12115,24.23
577,Entry short,2026-03-23 21:50,M-Short,4315.9,1,43159,-518,-1.20,97.5,0.23,-516.5,-1.20,12115,24.23
578,Exit short,2026-03-24 02:10,MS-X,4378,1,43474,-309,-0.71,273.5,0.63,-307.5,-0.71,11806,23.61
578,Entry short,2026-03-23 23:35,M-Short,4347.4,1,43474,-309,-0.71,273.5,0.63,-307.5,-0.71,11806,23.61
579,Exit short,2026-03-24 10:10,MS-X,4400,1,43600,-403,-0.92,93.5,0.21,-401.5,-0.92,11403,22.81
579,Entry short,2026-03-24 09:35,M-Short,4360,1,43600,-403,-0.92,93.5,0.21,-401.5,-0.92,11403,22.81
580,Exit short,2026-03-27 09:45,MS-X,4434.6,1,44127,-222,-0.50,30.5,0.07,-220.5,-0.50,11181,22.36
580,Entry short,2026-03-27 09:35,M-Short,4412.7,1,44127,-222,-0.50,30.5,0.07,-220.5,-0.50,11181,22.36
581,Exit short,2026-03-29 22:40,MS-X,4519.5,1,44875,-323,-0.72,419.5,0.93,-321.5,-0.72,10858,21.72
