Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Net PnL %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %
61,Entry long,2024-08-08 09:40,Long,18170.25,1,36340.5,-88.24,-0.24,61.88,0.17,-87.62,-0.24,-685.64,-1.37
62,Exit long,2024-08-08 12:05,Exit,18445.75,1,36551.5,338.76,0.93,339.38,0.93,-91.62,-0.25,-346.88,-0.69
62,Entry long,2024-08-08 10:05,Long,18275.75,1,36551.5,338.76,0.93,339.38,0.93,-91.62,-0.25,-346.88,-0.69
63,Exit long,2024-08-09 13:45,Exit,18626.25,1,37317.5,-66.24,-0.18,22.88,0.06,-65.62,-0.18,-413.12,-0.83
63,Entry long,2024-08-09 13:35,Long,18658.75,1,37317.5,-66.24,-0.18,22.88,0.06,-65.62,-0.18,-413.12,-0.83
64,Exit long,2024-08-13 09:40,Exit,18837,1,37727,-54.24,-0.14,24.88,0.07,-53.62,-0.14,-467.36,-0.93
64,Entry long,2024-08-13 09:35,Long,18863.5,1,37727,-54.24,-0.14,24.88,0.07,-53.62,-0.14,-467.36,-0.93
65,Exit long,2024-08-13 09:55,Exit,18867.5,1,37791,-57.24,-0.15,34.88,0.09,-56.62,-0.15,-524.6,-1.05
65,Entry long,2024-08-13 09:55,Long,18895.5,1,37791,-57.24,-0.15,34.88,0.09,-56.62,-0.15,-524.6,-1.05
66,Exit long,2024-08-13 10:30,Exit,18869,1,37799,-62.24,-0.16,44.38,0.12,-61.62,-0.16,-586.84,-1.17
66,Entry long,2024-08-13 10:00,Long,18899.5,1,37799,-62.24,-0.16,44.38,0.12,-61.62,-0.16,-586.84,-1.17
67,Exit long,2024-08-13 11:35,Exit,18977,1,37764.5,188.26,0.50,188.88,0.50,-3.12,-0.01,-398.58,-0.80
67,Entry long,2024-08-13 10:35,Long,18882.25,1,37764.5,188.26,0.50,188.88,0.50,-3.12,-0.01,-398.58,-0.80
68,Exit long,2024-08-15 09:55,Exit,19440.25,1,38729.5,149.76,0.39,150.38,0.39,-38.12,-0.10,-248.82,-0.50
68,Entry long,2024-08-15 09:35,Long,19364.75,1,38729.5,149.76,0.39,150.38,0.39,-38.12,-0.10,-248.82,-0.50
69,Exit long,2024-08-15 10:00,Exit,19430.25,1,38922,-62.74,-0.16,42.88,0.11,-62.12,-0.16,-311.56,-0.62
69,Entry long,2024-08-15 10:00,Long,19461,1,38922,-62.74,-0.16,42.88,0.11,-62.12,-0.16,-311.56,-0.62
70,Exit long,2024-08-15 11:15,Exit,19523,1,38853,191.76,0.49,192.38,0.50,-42.62,-0.11,-119.8,-0.24
70,Entry long,2024-08-15 10:05,Long,19426.5,1,38853,191.76,0.49,192.38,0.50,-42.62,-0.11,-119.8,-0.24
71,Exit long,2024-08-15 15:00,Exit,19565.5,1,39166.5,-36.74,-0.09,11.88,0.03,-36.12,-0.09,-156.54,-0.31
71,Entry long,2024-08-15 14:20,Long,19583.25,1,39166.5,-36.74,-0.09,11.88,0.03,-36.12,-0.09,-156.54,-0.31
72,Exit long,2024-08-20 10:00,Exit,19900.25,1,39837,-37.74,-0.09,9.38,0.02,-37.12,-0.09,-194.28,-0.39
72,Entry long,2024-08-20 10:00,Long,19918.5,1,39837,-37.74,-0.09,9.38,0.02,-37.12,-0.09,-194.28,-0.39
73,Exit long,2024-08-20 10:10,Exit,19871.5,1,39785,-43.24,-0.11,31.88,0.08,-42.62,-0.11,-237.52,-0.48
73,Entry long,2024-08-20 10:05,Long,19892.5,1,39785,-43.24,-0.11,31.88,0.08,-42.62,-0.11,-237.52,-0.48
74,Exit long,2024-08-20 15:15,Exit,19826.75,1,39690.5,-38.24,-0.10,24.38,0.06,-37.62,-0.09,-275.76,-0.55
74,Entry long,2024-08-20 14:55,Long,19845.25,1,39690.5,-38.24,-0.10,24.38,0.06,-37.62,-0.09,-275.76,-0.55
75,Exit long,2024-08-22 09:35,Exit,19983.25,1,40000.5,-35.24,-0.09,13.88,0.03,-34.62,-0.09,-311,-0.62
75,Entry long,2024-08-22 09:35,Long,20000.25,1,40000.5,-35.24,-0.09,13.88,0.03,-34.62,-0.09,-311,-0.62
76,Exit long,2024-08-22 09:45,Exit,19964.75,1,39967,-38.74,-0.10,46.38,0.12,-38.12,-0.10,-349.74,-0.70
76,Entry long,2024-08-22 09:40,Long,19983.5,1,39967,-38.74,-0.10,46.38,0.12,-38.12,-0.10,-349.74,-0.70
77,Exit long,2024-08-27 11:30,Exit,19604.25,1,39279,-71.74,-0.18,109.38,0.28,-71.12,-0.18,-421.48,-0.84
77,Entry long,2024-08-27 10:35,Long,19639.5,1,39279,-71.74,-0.18,109.38,0.28,-71.12,-0.18,-421.48,-0.84
78,Exit long,2024-08-29 10:15,Exit,19542,1,39164,-81.24,-0.21,205.88,0.53,-80.62,-0.21,-502.72,-1.01
78,Entry long,2024-08-29 09:55,Long,19582,1,39164,-81.24,-0.21,205.88,0.53,-80.62,-0.21,-502.72,-1.01
79,Exit long,2024-08-29 14:25,Exit,19504.25,1,39106,-98.74,-0.25,277.38,0.71,-98.12,-0.25,-601.46,-1.20
79,Entry long,2024-08-29 10:20,Long,19553,1,39106,-98.74,-0.25,277.38,0.71,-98.12,-0.25,-601.46,-1.20
80,Exit long,2024-09-02 09:55,Exit,19622.25,1,39266,-22.74,-0.06,3.38,0.01,-22.12,-0.06,-624.2,-1.25
80,Entry long,2024-09-02 09:50,Long,19633,1,39266,-22.74,-0.06,3.38,0.01,-22.12,-0.06,-624.2,-1.25
81,Exit long,2024-09-02 12:50,Exit,19638.25,1,39302.5,-27.24,-0.07,36.38,0.09,-26.62,-0.07,-651.44,-1.30
81,Entry long,2024-09-02 10:40,Long,19651.25,1,39302.5,-27.24,-0.07,36.38,0.09,-26.62,-0.07,-651.44,-1.30
82,Exit long,2024-09-05 10:00,Exit,19102.5,1,37978,225.76,0.59,226.38,0.60,-14.62,-0.04,-425.68,-0.85
82,Entry long,2024-09-05 09:50,Long,18989,1,37978,225.76,0.59,226.38,0.60,-14.62,-0.04,-425.68,-0.85
83,Exit long,2024-09-05 10:10,Exit,19043.5,1,38169.5,-83.74,-0.22,75.38,0.20,-83.12,-0.22,-509.42,-1.02
83,Entry long,2024-09-05 10:05,Long,19084.75,1,38169.5,-83.74,-0.22,75.38,0.20,-83.12,-0.22,-509.42,-1.02
84,Exit long,2024-09-05 10:45,Exit,19060,1,38212,-93.24,-0.24,58.38,0.15,-92.62,-0.24,-602.66,-1.21
84,Entry long,2024-09-05 10:30,Long,19106,1,38212,-93.24,-0.24,58.38,0.15,-92.62,-0.24,-602.66,-1.21
85,Exit long,2024-09-05 15:00,Exit,18978.75,1,38015.5,-59.24,-0.16,9.38,0.02,-58.62,-0.15,-661.9,-1.32
85,Entry long,2024-09-05 14:55,Long,19007.75,1,38015.5,-59.24,-0.16,9.38,0.02,-58.62,-0.15,-661.9,-1.32
86,Exit long,2024-09-06 09:35,Exit,18875.25,1,37834,-84.74,-0.22,58.38,0.15,-84.12,-0.22,-746.64,-1.49
86,Entry long,2024-09-06 09:35,Long,18917,1,37834,-84.74,-0.22,58.38,0.15,-84.12,-0.22,-746.64,-1.49
87,Exit long,2024-09-09 10:10,Exit,18719.5,1,37306.5,131.26,0.35,131.88,0.35,-34.12,-0.09,-615.38,-1.23
87,Entry long,2024-09-09 09:45,Long,18653.25,1,37306.5,131.26,0.35,131.88,0.35,-34.12,-0.09,-615.38,-1.23
88,Exit long,2024-09-09 10:30,Exit,18604.25,1,37269.5,-62.24,-0.17,11.38,0.03,-61.62,-0.17,-677.62,-1.36
88,Entry long,2024-09-09 10:25,Long,18634.75,1,37269.5,-62.24,-0.17,11.38,0.03,-61.62,-0.17,-677.62,-1.36
89,Exit long,2024-09-09 13:40,Exit,18657.75,1,37363.5,-49.24,-0.13,55.88,0.15,-48.62,-0.13,-726.86,-1.45
89,Entry long,2024-09-09 13:35,Long,18681.75,1,37363.5,-49.24,-0.13,55.88,0.15,-48.62,-0.13,-726.86,-1.45
90,Exit long,2024-09-10 10:10,Exit,18732,1,37525,-62.24,-0.17,107.38,0.29,-61.62,-0.16,-789.1,-1.58
90,Entry long,2024-09-10 10:00,Long,18762.5,1,37525,-62.24,-0.17,107.38,0.29,-61.62,-0.16,-789.1,-1.58
91,Exit long,2024-09-12 14:50,Exit,19440.75,1,38933,-52.74,-0.14,32.88,0.08,-52.12,-0.13,-841.84,-1.68
91,Entry long,2024-09-12 14:35,Long,19466.5,1,38933,-52.74,-0.14,32.88,0.08,-52.12,-0.13,-841.84,-1.68
92,Exit long,2024-09-17 10:35,Exit,19766.75,1,39593,-60.74,-0.15,43.38,0.11,-60.12,-0.15,-902.58,-1.81
92,Entry long,2024-09-17 10:10,Long,19796.5,1,39593,-60.74,-0.15,43.38,0.11,-60.12,-0.15,-902.58,-1.81
93,Exit long,2024-09-19 09:35,Exit,20007,1,40051.5,-38.74,-0.10,0,0.00,-38.12,-0.10,-941.32,-1.88
93,Entry long,2024-09-19 09:35,Long,20025.75,1,40051.5,-38.74,-0.10,0,0.00,-38.12,-0.10,-941.32,-1.88
